country,city,duration,stops,departure_time,arrival_time,airport_id,airline,price,duration_s_,departure_tod,arrival_tod,region,population,area,pop_density,coastline,migration,infant_mortality,gdp,birthrate,deathrate,distance
Afghanistan,Kabul,0 days 11:40:00,1.0,2024-03-15 15:05:00,2024-03-16 07:15:00,KBL,Fly Emirates,1076.0,42000.0,Afternoon,Morning,ASIA (EX. NEAR EAST),31056997,1677018.525,124.31951999999998,0.0,23.06,163.07,700.0,46.6,20.34,6887.77
Afghanistan,Kabul,0 days 12:40:00,1.0,2024-03-15 15:05:00,2024-03-16 08:15:00,KBL,Fly Emirates,1076.0,45600.0,Afternoon,Morning,ASIA (EX. NEAR EAST),31056997,1677018.525,124.31951999999998,0.0,23.06,163.07,700.0,46.6,20.34,6887.77
Afghanistan,Kabul,0 days 19:30:00,1.0,2024-03-15 15:05:00,2024-03-16 15:05:00,KBL,Fly Emirates,1076.0,70200.0,Afternoon,Afternoon,ASIA (EX. NEAR EAST),31056997,1677018.525,124.31951999999998,0.0,23.06,163.07,700.0,46.6,20.34,6887.77
Afghanistan,Kabul,1 days 00:20:00,2.0,2024-03-15 02:25:00,2024-03-16 07:15:00,KBL,Lufthansa,1947.0,87600.0,Night,Morning,ASIA (EX. NEAR EAST),31056997,1677018.525,124.31951999999998,0.0,23.06,163.07,700.0,46.6,20.34,6887.77
Afghanistan,Kabul,1 days 01:20:00,2.0,2024-03-15 02:25:00,2024-03-16 08:15:00,KBL,Lufthansa,2409.0,91200.0,Night,Morning,ASIA (EX. NEAR EAST),31056997,1677018.525,124.31951999999998,0.0,23.06,163.07,700.0,46.6,20.34,6887.77
Albania,Tirana,0 days 09:55:00,1.0,2024-03-15 02:25:00,2024-03-15 13:20:00,TIA,Lufthansa,163.0,35700.0,Night,Afternoon,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 08:05:00,1.0,2024-03-15 16:05:00,2024-03-16 01:10:00,TIA,Royal Air Maroc,208.0,29100.0,Afternoon,Night,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 10:05:00,1.0,2024-03-15 12:50:00,2024-03-15 23:55:00,TIA,Royal Air Maroc,190.0,36300.0,Afternoon,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 06:30:00,1.0,2024-03-15 13:00:00,2024-03-15 20:30:00,TIA,Royal Air Maroc,259.0,23400.0,Afternoon,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 12:40:00,2.0,2024-03-15 11:30:00,2024-03-16 01:10:00,TIA,TAP Air Portugal,199.0,45600.0,Morning,Night,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 10:50:00,1.0,2024-03-15 13:00:00,2024-03-16 00:50:00,TIA,Royal Air Maroc,240.0,39000.0,Afternoon,Night,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 09:40:00,1.0,2024-03-15 13:00:00,2024-03-15 23:40:00,TIA,Royal Air Maroc,254.0,34800.0,Afternoon,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 06:30:00,1.0,2024-03-15 13:00:00,2024-03-15 20:30:00,TIA,ITA Airways,297.0,23400.0,Afternoon,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 13:05:00,2.0,2024-03-15 02:25:00,2024-03-15 16:30:00,TIA,Lufthansa,217.0,47100.0,Night,Afternoon,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 13:05:00,2.0,2024-03-15 02:25:00,2024-03-15 16:30:00,TIA,Lufthansa,217.0,47100.0,Night,Afternoon,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 12:15:00,1.0,2024-03-15 11:00:00,2024-03-16 00:15:00,TIA,Royal Air Maroc,257.0,44100.0,Morning,Night,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 10:50:00,1.0,2024-03-15 13:00:00,2024-03-16 00:50:00,TIA,ITA Airways,275.0,39000.0,Afternoon,Night,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 19:25:00,1.0,2024-03-15 02:25:00,2024-03-15 22:50:00,TIA,Lufthansa,176.0,69900.0,Night,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 09:40:00,1.0,2024-03-15 13:00:00,2024-03-15 23:40:00,TIA,ITA Airways,292.0,34800.0,Afternoon,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 08:25:00,2.0,2024-03-15 13:25:00,2024-03-15 22:50:00,TIA,Royal Air Maroc,297.0,30300.0,Afternoon,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 10:25:00,2.0,2024-03-15 13:25:00,2024-03-16 00:50:00,TIA,Royal Air Maroc,275.0,37500.0,Afternoon,Night,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 20:15:00,1.0,2024-03-15 01:10:00,2024-03-15 22:25:00,TIA,Pegasus Airlines,182.0,72900.0,Night,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,0 days 10:50:00,2.0,2024-03-15 11:00:00,2024-03-15 22:50:00,TIA,Royal Air Maroc,300.0,39000.0,Morning,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,1 days 06:40:00,2.0,2024-03-15 11:30:00,2024-03-16 19:10:00,TIA,TAP Air Portugal,120.0,110400.0,Morning,Evening,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Albania,Tirana,1 days 02:25:00,2.0,2024-03-15 11:30:00,2024-03-16 14:55:00,TIA,TAP Air Portugal,184.0,95100.0,Morning,Afternoon,EASTERN EUROPE,3581655,74457.03252,322.71275399999996,1.26,-4.93,21.52,4500.0,15.11,5.22,2556.53
Algeria,Algiers,0 days 08:15:00,1.0,2024-03-15 02:25:00,2024-03-15 11:40:00,ALG,Lufthansa,180.0,29700.0,Night,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 05:15:00,1.0,2024-03-15 14:40:00,2024-03-15 20:55:00,ALG,Royal Air Maroc,285.0,18900.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 05:55:00,1.0,2024-03-15 16:35:00,2024-03-15 23:30:00,ALG,Air France,297.0,21300.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 06:10:00,1.0,2024-03-15 14:10:00,2024-03-15 21:20:00,ALG,Royal Air Maroc,315.0,22200.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 06:00:00,1.0,2024-03-15 08:10:00,2024-03-15 15:10:00,ALG,Royal Air Maroc,320.0,21600.0,Morning,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 08:30:00,1.0,2024-03-15 08:00:00,2024-03-15 17:30:00,ALG,Royal Air Maroc,268.0,30600.0,Morning,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 06:10:00,1.0,2024-03-15 14:15:00,2024-03-15 21:25:00,ALG,Royal Air Maroc,322.0,22200.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 10:30:00,1.0,2024-03-15 08:15:00,2024-03-15 19:45:00,ALG,Royal Air Maroc,237.0,37800.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 07:15:00,1.0,2024-03-15 02:35:00,2024-03-15 10:50:00,ALG,Tunisair Express,308.0,26100.0,Night,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 10:05:00,1.0,2024-03-15 02:35:00,2024-03-15 13:40:00,ALG,Tunisair Express,260.0,36300.0,Night,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 14:35:00,1.0,2024-03-15 18:15:00,2024-03-16 09:50:00,ALG,Transavia,164.0,52500.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 08:00:00,1.0,2024-03-15 12:20:00,2024-03-15 21:20:00,ALG,Royal Air Maroc,310.0,28800.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 08:25:00,1.0,2024-03-15 13:25:00,2024-03-15 22:50:00,ALG,Royal Air Maroc,312.0,30300.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 04:50:00,1.0,2024-03-15 07:50:00,2024-03-15 13:40:00,ALG,Royal Air Maroc,401.0,17400.0,Morning,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 08:55:00,1.0,2024-03-15 08:10:00,2024-03-15 18:05:00,ALG,Royal Air Maroc,320.0,32100.0,Morning,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 09:30:00,1.0,2024-03-15 12:20:00,2024-03-15 22:50:00,ALG,Royal Air Maroc,312.0,34200.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 07:15:00,1.0,2024-03-15 11:45:00,2024-03-15 20:00:00,ALG,TUI fly Belgium,366.0,26100.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 10:05:00,1.0,2024-03-15 08:10:00,2024-03-15 19:15:00,ALG,Royal Air Maroc,323.0,36300.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 18:15:00,1.0,2024-03-15 19:00:00,2024-03-16 14:15:00,ALG,Iberia,163.0,65700.0,Evening,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Algiers,0 days 07:35:00,1.0,2024-03-15 08:10:00,2024-03-15 16:45:00,ALG,Air France,409.0,27300.0,Morning,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1031.01
Algeria,Bejaia,0 days 06:15:00,1.0,2024-03-15 13:25:00,2024-03-15 20:40:00,BJA,Royal Air Maroc,313.0,22500.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 10:25:00,2.0,2024-03-15 02:25:00,2024-03-15 13:50:00,BJA,Lufthansa,214.0,37500.0,Night,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 10:40:00,2.0,2024-03-15 08:15:00,2024-03-15 19:55:00,BJA,Royal Air Maroc,312.0,38400.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 11:30:00,1.0,2024-03-15 08:10:00,2024-03-15 20:40:00,BJA,Royal Air Maroc,323.0,41400.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 10:10:00,2.0,2024-03-15 02:25:00,2024-03-15 13:35:00,BJA,Lufthansa,347.0,36600.0,Night,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 16:30:00,2.0,2024-03-15 02:25:00,2024-03-15 19:55:00,BJA,Lufthansa,298.0,59400.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 11:30:00,1.0,2024-03-15 08:10:00,2024-03-15 20:40:00,BJA,Air France,481.0,41400.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 17:15:00,2.0,2024-03-15 02:25:00,2024-03-15 20:40:00,BJA,Lufthansa,368.0,62100.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 17:45:00,2.0,2024-03-15 01:10:00,2024-03-15 19:55:00,BJA,Pegasus Airlines,419.0,63900.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 10:45:00,2.0,2024-03-15 08:10:00,2024-03-15 19:55:00,BJA,Air France,576.0,38700.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 03:20:00,2.0,2024-03-15 11:30:00,2024-03-16 15:50:00,BJA,TAP Air Portugal,237.0,98400.0,Morning,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 17:45:00,2.0,2024-03-15 01:10:00,2024-03-15 19:55:00,BJA,Pegasus Airlines,449.0,63900.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 16:20:00,3.0,2024-03-15 02:35:00,2024-03-15 19:55:00,BJA,Tunisair Express,486.0,58800.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,0 days 17:05:00,2.0,2024-03-15 02:35:00,2024-03-15 20:40:00,BJA,Tunisair Express,509.0,61500.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 12:45:00,2.0,2024-03-15 19:15:00,2024-03-17 09:00:00,BJA,Air France,225.0,132300.0,Evening,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 15:25:00,2.0,2024-03-15 16:35:00,2024-03-17 09:00:00,BJA,Air France,264.0,141900.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 12:45:00,2.0,2024-03-15 19:15:00,2024-03-17 09:00:00,BJA,Air France,324.0,132300.0,Evening,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 12:45:00,2.0,2024-03-15 19:15:00,2024-03-17 09:00:00,BJA,Air France,324.0,132300.0,Evening,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 17:10:00,2.0,2024-03-15 19:15:00,2024-03-17 13:25:00,BJA,Air France,240.0,148200.0,Evening,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Bejaia,1 days 15:25:00,2.0,2024-03-15 16:35:00,2024-03-17 09:00:00,BJA,Air France,342.0,141900.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1202.64
Algeria,Annaba,0 days 06:10:00,1.0,2024-03-15 12:20:00,2024-03-15 19:30:00,AAE,Royal Air Maroc,310.0,22200.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 10:20:00,1.0,2024-03-15 08:10:00,2024-03-15 19:30:00,AAE,Royal Air Maroc,320.0,37200.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 11:00:00,2.0,2024-03-15 08:00:00,2024-03-15 20:00:00,AAE,Royal Air Maroc,305.0,39600.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 16:35:00,2.0,2024-03-15 02:25:00,2024-03-15 20:00:00,AAE,Lufthansa,232.0,59700.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 10:50:00,2.0,2024-03-15 08:10:00,2024-03-15 20:00:00,AAE,Royal Air Maroc,357.0,39000.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 13:50:00,2.0,2024-03-15 16:35:00,2024-03-16 07:25:00,AAE,Air France,335.0,49800.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 19:50:00,2.0,2024-03-15 18:15:00,2024-03-16 15:05:00,AAE,Transavia,208.0,71400.0,Afternoon,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 18:40:00,2.0,2024-03-15 11:45:00,2024-03-16 07:25:00,AAE,TUI fly Belgium,267.0,67200.0,Morning,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 16:25:00,2.0,2024-03-15 02:35:00,2024-03-15 20:00:00,AAE,Tunisair Express,341.0,59100.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 16:15:00,2.0,2024-03-15 14:10:00,2024-03-16 07:25:00,AAE,Royal Air Maroc,356.0,58500.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 16:05:00,2.0,2024-03-15 02:25:00,2024-03-15 19:30:00,AAE,Lufthansa,365.0,57900.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 23:45:00,2.0,2024-03-15 18:15:00,2024-03-16 19:00:00,AAE,Transavia,208.0,85500.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 15:45:00,2.0,2024-03-15 14:40:00,2024-03-16 07:25:00,AAE,Royal Air Maroc,384.0,56700.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 10:50:00,2.0,2024-03-15 08:10:00,2024-03-15 20:00:00,AAE,Air France,501.0,39000.0,Morning,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 17:20:00,2.0,2024-03-15 01:10:00,2024-03-15 19:30:00,AAE,Pegasus Airlines,366.0,62400.0,Night,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 18:05:00,2.0,2024-03-15 12:20:00,2024-03-16 07:25:00,AAE,Royal Air Maroc,350.0,65100.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,1 days 00:45:00,2.0,2024-03-15 18:15:00,2024-03-16 20:00:00,AAE,Transavia,208.0,89100.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,0 days 23:45:00,2.0,2024-03-15 18:15:00,2024-03-16 19:00:00,AAE,Transavia,233.0,85500.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,1 days 00:45:00,2.0,2024-03-15 18:15:00,2024-03-16 20:00:00,AAE,Transavia,233.0,89100.0,Afternoon,Evening,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Annaba,1 days 01:00:00,1.0,2024-03-15 15:10:00,2024-03-16 17:10:00,AAE,Royal Air Maroc,250.0,90000.0,Afternoon,Afternoon,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1442.38
Algeria,Djanet,0 days 14:30:00,2.0,2024-03-15 11:45:00,2024-03-16 03:15:00,DJG,TUI fly Belgium,319.0,52200.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 14:30:00,3.0,2024-03-15 11:45:00,2024-03-16 03:15:00,DJG,TUI fly Belgium,323.0,52200.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 12:05:00,2.0,2024-03-15 14:10:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,408.0,43500.0,Afternoon,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 18:00:00,2.0,2024-03-15 08:15:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,330.0,64800.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 13:55:00,2.0,2024-03-15 12:20:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,402.0,50100.0,Afternoon,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 18:00:00,3.0,2024-03-15 08:15:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,334.0,64800.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 18:15:00,2.0,2024-03-15 08:00:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,361.0,65700.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 14:10:00,2.0,2024-03-15 16:35:00,2024-03-16 07:45:00,DJG,Air France,434.0,51000.0,Afternoon,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 18:15:00,3.0,2024-03-15 08:00:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,365.0,65700.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 23:50:00,2.0,2024-03-15 02:25:00,2024-03-16 03:15:00,DJG,Lufthansa,296.0,85800.0,Night,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 19:45:00,3.0,2024-03-15 11:00:00,2024-03-16 07:45:00,DJG,Royal Air Maroc,353.0,71100.0,Morning,Morning,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 23:50:00,3.0,2024-03-15 02:25:00,2024-03-16 03:15:00,DJG,Lufthansa,299.0,85800.0,Night,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 18:05:00,2.0,2024-03-15 08:10:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,413.0,65100.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
Algeria,Djanet,0 days 18:05:00,2.0,2024-03-15 08:10:00,2024-03-16 03:15:00,DJG,Royal Air Maroc,413.0,65100.0,Morning,Night,NORTHERN AFRICA,32930091,6168682.7826,35.741862,0.04,-0.39,31.0,6000.0,17.14,4.61,1938.26
